Date,Open,High,Low,Vol.,Change %,Price
5/23/2014,1294.30,1295.70,1286.60,146.98K,-0.25%,1291.7
5/22/2014,1292.00,1304.10,1290.10,128.24K,0.54%,1295
5/21/2014,1294.20,1296.30,1282.90,126.01K,-0.50%,1288.1
5/20/2014,1293.00,1297.20,1286.00,129.49K,0.06%,1294.6
5/19/2014,1293.00,1305.70,1289.50,108.50K,0.03%,1293.8
5/16/2014,1296.40,1298.30,1287.70,116.84K,-0.02%,1293.4
5/15/2014,1305.50,1307.30,1290.90,147.39K,-0.94%,1293.6
5/14/2014,1293.90,1309.20,1291.60,120.33K,0.86%,1305.9
5/13/2014,1296.00,1299.00,1289.10,120.87K,-0.08%,1294.8
5/12/2014,1289.80,1304.50,1277.70,130.81K,0.64%,1295.8
5/9/2014,1289.60,1294.50,1285.50,110.47K,-0.01%,1287.6
5/8/2014,1289.80,1295.50,1284.80,118.11K,-0.09%,1287.7
5/7/2014,1307.90,1315.00,1286.60,173.80K,-1.51%,1288.9
5/6/2014,1309.70,1314.30,1304.40,103.41K,-0.05%,1308.6
5/5/2014,1300.90,1315.80,1299.70,115.63K,0.49%,1309.3
5/2/2014,1284.70,1304.90,1272.00,171.95K,1.52%,1302.9
5/1/2014,1291.90,1293.00,1277.30,115.44K,-0.96%,1283.4
4/30/2014,1295.60,1298.40,1284.90,139.27K,-0.03%,1295.9
4/29/2014,1296.00,1302.00,1286.10,103.82K,-0.21%,1296.3
4/28/2014,1303.20,1306.60,1292.10,102.41K,-0.14%,1299
4/25/2014,1293.80,1305.20,1290.40,107.96K,0.79%,1300.8
4/24/2014,1283.90,1299.00,1268.40,189.29K,0.47%,1290.6
4/23/2014,1284.00,1289.10,1280.80,98.44K,0.27%,1284.6
4/22/2014,1290.30,1293.10,1275.80,118.73K,-0.57%,1281.1
4/21/2014,1294.90,1302.50,1281.80,101.89K,-0.42%,1288.5
4/17/2014,1302.10,1304.40,1292.80,95.71K,-0.74%,1293.9
4/16/2014,1303.20,1307.10,1293.50,117.47K,0.25%,1303.5
4/15/2014,1326.50,1328.40,1284.40,188.99K,-2.05%,1300.3
4/14/2014,1321.00,1331.40,1318.70,100.33K,0.64%,1327.5
4/11/2014,1318.10,1324.20,1314.00,91.86K,-0.11%,1319
4/10/2014,1311.90,1324.90,1311.00,126.71K,1.12%,1320.5
4/9/2014,1308.50,1315.50,1301.10,125.58K,-0.24%,1305.9
4/8/2014,1296.80,1314.70,1296.80,119.23K,0.83%,1309.1
4/7/2014,1304.00,1304.80,1295.80,80.28K,-0.40%,1298.3
4/4/2014,1286.60,1307.50,1284.40,145.50K,1.47%,1303.5
4/3/2014,1290.40,1294.20,1281.90,98.67K,-0.48%,1284.6
4/2/2014,1279.60,1294.90,1278.90,124.47K,0.84%,1290.8
4/1/2014,1284.60,1288.40,1277.40,112.92K,-0.30%,1280
3/31/2014,1295.00,1299.30,1282.70,133.25K,-0.81%,1283.8
3/28/2014,1292.30,1299.40,1286.10,171.32K,-0.03%,1294.3
3/27/2014,1305.50,1307.60,1289.60,185.02K,-0.67%,1294.7
3/26/2014,1312.10,1317.10,1299.30,151.50K,-0.61%,1303.4
3/25/2014,1309.70,1318.00,1306.00,158.35K,0.02%,1311.4
3/24/2014,1335.00,1335.70,1308.50,178.48K,-1.86%,1311.2
3/21/2014,1329.30,1343.00,1328.00,148.31K,0.41%,1336
3/20/2014,1331.70,1335.30,1320.80,167.02K,-0.81%,1330.5
3/19/2014,1356.10,1360.20,1327.80,194.62K,-1.30%,1341.3
3/18/2014,1367.10,1367.90,1351.10,157.50K,-1.01%,1359
3/17/2014,1383.10,1392.60,1361.90,154.35K,-0.44%,1372.9
3/14/2014,1370.90,1388.40,1368.20,185.26K,0.48%,1379
3/13/2014,1367.80,1375.70,1364.90,175.11K,0.14%,1372.4
3/12/2014,1348.80,1371.30,1345.60,223.88K,1.77%,1370.5
3/11/2014,1339.50,1353.00,1337.80,150.52K,0.39%,1346.7
3/10/2014,1340.80,1344.90,1327.50,126.04K,0.25%,1341.5
3/7/2014,1350.70,1353.20,1326.60,178.47K,-1.01%,1338.2
3/6/2014,1337.00,1353.90,1331.30,142.47K,0.86%,1351.8
3/5/2014,1334.80,1342.00,1332.70,97.11K,0.18%,1340.3
3/4/2014,1350.00,1352.90,1331.20,135.60K,-0.92%,1337.9
3/3/2014,1332.40,1355.00,1330.70,159.74K,2.17%,1350.3
2/28/2014,1331.30,1333.60,1319.30,132.78K,-0.77%,1321.6
2/27/2014,1329.50,1336.40,1324.00,120.17K,0.29%,1331.8
2/26/2014,1341.30,1345.60,1322.30,149.70K,-1.09%,1328
2/25/2014,1336.40,1343.80,1331.20,125.98K,0.35%,1342.7
2/24/2014,1325.50,1339.20,1318.70,129.77K,1.09%,1338
2/21/2014,1323.00,1328.80,1315.90,110.10K,0.51%,1323.6
2/20/2014,1311.00,1325.30,1307.10,129.02K,-0.27%,1316.9
2/19/2014,1322.00,1323.00,1308.90,112.26K,-0.30%,1320.4
2/18/2014,1318.60,1332.40,1312.30,184.50K,0.00%,1324.4
2/17/2014,1318.60,1332.40,1312.30,184.50K,0.44%,1324.4
2/14/2014,1302.20,1321.50,1299.90,150.66K,1.42%,1318.6
2/13/2014,1290.80,1303.00,1286.20,126.05K,0.39%,1300.1
2/12/2014,1290.10,1296.40,1283.90,111.44K,0.40%,1295
2/11/2014,1274.20,1294.40,1273.50,154.73K,1.18%,1289.8
2/10/2014,1265.40,1277.80,1264.70,94.77K,0.93%,1274.7
2/7/2014,1256.90,1272.00,1255.50,136.03K,0.45%,1262.9
2/6/2014,1257.70,1267.50,1252.50,87.89K,0.02%,1257.2
2/5/2014,1254.20,1274.50,1251.80,127.06K,0.46%,1256.9
2/4/2014,1257.90,1260.70,1246.80,93.15K,-0.69%,1251.2
2/3/2014,1242.00,1266.10,1240.40,124.75K,1.62%,1259.9
1/31/2014,1244.00,1254.80,1238.20,116.15K,-0.22%,1239.8
1/30/2014,1267.20,1267.80,1237.50,163.62K,-1.56%,1242.5
1/29/2014,1255.90,1270.60,1248.50,137.03K,0.91%,1262.2
1/28/2014,1255.60,1262.30,1248.20,156.00K,-1.00%,1250.8
1/27/2014,1270.10,1279.80,1251.90,167.22K,-0.07%,1263.4
1/24/2014,1263.70,1273.20,1256.80,161.72K,0.16%,1264.3
1/23/2014,1235.80,1267.00,1230.80,209.35K,1.91%,1262.3
1/22/2014,1240.50,1243.50,1235.50,86.79K,-0.26%,1238.6
1/21/2014,1259.00,1259.00,1235.40,0.56K,0.00%,1241.8
1/20/2014,1252.50,1262.00,1235.10,174.69K,-0.81%,1241.8
1/17/2014,1241.70,1254.60,1237.30,112.72K,0.94%,1251.9
1/16/2014,1241.80,1244.90,1235.80,111.67K,0.15%,1240.2
1/15/2014,1244.30,1244.60,1233.50,105.11K,-0.57%,1238.3
1/14/2014,1252.70,1254.90,1241.10,138.19K,-0.46%,1245.4
1/13/2014,1247.70,1255.30,1243.00,116.65K,0.34%,1251.1
1/10/2014,1227.10,1248.50,1226.60,161.26K,1.42%,1246.9
1/9/2014,1224.90,1230.90,1222.80,123.28K,0.32%,1229.4
1/8/2014,1231.00,1231.80,1217.70,157.11K,-0.33%,1225.5
1/7/2014,1237.00,1244.70,1224.20,128.64K,-0.68%,1229.6
1/6/2014,1237.00,1247.70,1212.60,152.19K,-0.05%,1238
1/3/2014,1222.30,1239.60,1221.30,114.98K,1.09%,1238.6
1/2/2014,1204.50,1230.80,1202.50,136.92K,1.90%,1225.2
12/31/2013,1197.40,1214.00,1181.40,123.14K,-0.12%,1202.3
12/30/2013,1213.80,1215.80,1193.30,79.94K,-0.84%,1203.8
12/27/2013,1210.90,1218.90,1208.50,83.76K,0.14%,1214
12/26/2013,1203.80,1215.40,1200.50,54.65K,0.75%,1212.3
12/24/2013,1197.80,1205.10,1195.50,43.49K,0.53%,1203.3
12/23/2013,1202.50,1205.60,1191.80,84.98K,-0.56%,1197
12/20/2013,1188.80,1206.90,1188.00,138.71K,0.85%,1203.7
12/19/2013,1217.80,1226.00,1186.00,206.50K,-3.35%,1193.6
12/18/2013,1230.30,1244.00,1215.20,160.63K,0.40%,1235
12/17/2013,1239.50,1247.60,1226.50,134.93K,-1.15%,1230.1
12/16/2013,1237.30,1251.70,1227.20,121.81K,0.79%,1244.4
12/13/2013,1226.10,1238.20,1219.50,113.54K,0.79%,1234.6
12/12/2013,1252.30,1256.50,1222.60,153.61K,-2.57%,1224.9
12/11/2013,1261.00,1263.20,1250.60,120.45K,-0.31%,1257.2
12/10/2013,1239.50,1267.50,1237.40,148.58K,2.18%,1261.1
12/9/2013,1229.90,1242.60,1224.60,77.73K,0.42%,1234.2
12/6/2013,1225.00,1245.00,1210.10,174.95K,-0.24%,1229
12/5/2013,1243.10,1243.20,1216.30,154.23K,-1.23%,1231.9
12/4/2013,1223.00,1251.50,1210.80,182.24K,2.16%,1247.2
12/3/2013,1219.50,1225.80,1214.60,118.42K,-0.09%,1220.8
12/2/2013,1250.60,1251.20,1217.10,146.10K,-2.28%,1221.9
11/29/2013,1237.90,1254.50,1234.10,113.09K,0.00%,1250.4
11/28/2013,1237.90,1254.50,1234.10,113.09K,1.02%,1250.4
11/27/2013,1241.60,1254.80,1235.50,82.33K,-0.29%,1237.8
11/26/2013,1250.90,1257.80,1239.20,178.42K,0.02%,1241.4
11/25/2013,1241.60,1254.00,1225.70,195.44K,-0.23%,1241.2
11/22/2013,1242.30,1248.30,1240.30,135.22K,0.04%,1244.1
11/21/2013,1241.80,1250.00,1235.80,197.77K,-1.14%,1243.6
11/20/2013,1274.50,1275.70,1240.20,224.19K,-1.22%,1258
11/19/2013,1275.00,1278.20,1268.00,105.15K,0.09%,1273.5
11/18/2013,1288.90,1289.20,1269.20,112.20K,-1.17%,1272.3
11/15/2013,1286.80,1290.80,1279.60,93.19K,0.09%,1287.4
11/14/2013,1281.40,1293.80,1277.30,159.30K,1.41%,1286.3
11/13/2013,1265.30,1283.70,1265.00,133.47K,-0.22%,1268.4
11/12/2013,1281.40,1285.40,1260.50,146.54K,-0.77%,1271.2
11/11/2013,1288.30,1288.80,1278.10,98.95K,-0.27%,1281.1
11/8/2013,1307.80,1313.40,1280.50,182.70K,-1.83%,1284.6
11/7/2013,1317.50,1326.00,1296.00,188.11K,-0.71%,1308.5
11/6/2013,1312.30,1322.00,1308.90,97.11K,0.74%,1317.8
11/5/2013,1313.90,1320.60,1305.20,99.66K,-0.50%,1308.1
11/4/2013,1313.00,1322.40,1310.80,78.54K,0.11%,1314.7
11/1/2013,1323.10,1327.30,1305.60,136.96K,-0.79%,1313.2
10/31/2013,1341.70,1343.00,1318.70,151.97K,-1.90%,1323.7
10/30/2013,1344.60,1359.60,1334.50,156.60K,0.28%,1349.3
10/29/2013,1352.60,1360.40,1339.80,127.17K,-0.50%,1345.5
10/28/2013,1352.70,1361.80,1346.10,118.92K,-0.02%,1352.2
10/25/2013,1346.90,1356.40,1335.30,120.21K,0.16%,1352.5
10/24/2013,1332.50,1352.30,1330.20,138.23K,1.22%,1350.3
10/23/2013,1340.10,1342.20,1328.50,99.06K,-0.64%,1334
10/22/2013,1315.50,1344.70,1309.50,159.79K,2.04%,1342.6
10/21/2013,1316.00,1323.90,1312.00,74.39K,0.09%,1315.8
10/18/2013,1318.80,1328.90,1311.20,104.10K,-0.63%,1314.6
10/17/2013,1281.40,1324.20,1273.70,216.15K,3.17%,1323
10/16/2013,1281.40,1289.20,1268.60,165.64K,0.71%,1282.3
10/15/2013,1273.60,1287.70,1251.00,204.03K,-0.27%,1273.2
10/14/2013,1275.50,1291.60,1268.40,110.18K,0.66%,1276.6
10/11/2013,1286.40,1294.80,1259.60,186.26K,-2.21%,1268.2
10/10/2013,1307.00,1312.00,1281.00,141.17K,-0.79%,1296.9
10/9/2013,1319.60,1323.30,1294.60,158.40K,-1.31%,1307.2
10/8/2013,1323.00,1330.80,1315.40,123.18K,-0.04%,1324.6
10/7/2013,1312.30,1329.50,1307.90,95.95K,1.16%,1325.1
10/4/2013,1317.40,1326.00,1305.10,107.57K,-0.58%,1309.9
10/3/2013,1316.50,1322.80,1302.00,129.12K,-0.23%,1317.6
10/2/2013,1287.50,1324.20,1276.90,176.12K,2.69%,1320.7
10/1/2013,1328.20,1337.80,1282.40,212.83K,-3.08%,1286.1
9/30/2013,1343.50,1353.80,1322.00,119.08K,-0.91%,1327
9/27/2013,1323.70,1345.20,1320.00,133.97K,1.14%,1339.2
9/26/2013,1333.10,1340.00,1319.20,159.10K,-0.91%,1324.1
9/25/2013,1323.50,1338.30,1316.60,145.96K,1.51%,1336.2
9/24/2013,1321.50,1329.40,1305.50,155.02K,-0.81%,1316.3
9/23/2013,1327.00,1332.00,1313.40,139.64K,-0.41%,1327
9/20/2013,1366.20,1368.40,1324.90,190.86K,-2.69%,1332.5
9/19/2013,1365.00,1375.40,1358.50,180.03K,4.72%,1369.3
9/18/2013,1309.50,1367.80,1291.50,243.78K,-0.14%,1307.6
9/17/2013,1313.60,1324.70,1305.80,137.00K,-0.64%,1309.4
9/16/2013,1333.50,1336.00,1302.70,158.19K,0.70%,1317.8
9/13/2013,1322.70,1330.80,1304.60,170.25K,-1.65%,1308.6
9/12/2013,1366.10,1366.20,1320.40,185.08K,-2.43%,1330.6
9/11/2013,1364.20,1368.70,1356.00,100.13K,-0.01%,1363.8
9/10/2013,1387.10,1391.40,1357.60,131.86K,-1.64%,1364
9/9/2013,1391.10,1395.00,1381.90,80.51K,0.01%,1386.7
9/6/2013,1366.70,1393.60,1358.80,161.53K,0.98%,1386.5
9/5/2013,1391.20,1400.00,1364.70,175.23K,-1.22%,1373
9/4/2013,1411.60,1415.00,1384.60,138.42K,-1.54%,1390
9/3/2013,1387.50,1415.90,1383.60,0.02K,-0.01%,1411.8
9/2/2013,1394.00,1416.40,1373.60,206.00K,1.14%,1412
8/30/2013,1407.50,1411.50,1391.80,147.10K,-1.19%,1396.1
8/29/2013,1418.20,1418.60,1402.10,147.10K,-0.42%,1412.9
8/28/2013,1416.10,1434.00,1413.20,167.02K,-0.10%,1418.8
8/27/2013,1404.80,1424.00,1395.20,160.39K,1.95%,1420.2
8/26/2013,1399.00,1407.00,1388.40,103.04K,-0.19%,1393.1
8/23/2013,1376.10,1399.90,1367.80,161.58K,1.82%,1395.8
8/22/2013,1365.60,1381.40,1354.50,147.58K,0.05%,1370.8
8/21/2013,1371.00,1378.90,1359.20,150.24K,-0.18%,1370.1
8/20/2013,1364.90,1378.00,1351.60,137.48K,0.51%,1372.6
8/19/2013,1377.10,1384.10,1362.00,123.42K,-0.39%,1365.7
8/16/2013,1365.60,1379.20,1357.00,177.73K,0.74%,1371
8/15/2013,1335.80,1369.60,1317.90,226.65K,2.06%,1360.9
8/14/2013,1320.30,1335.80,1315.10,120.61K,0.98%,1333.4
8/13/2013,1336.00,1341.00,1317.80,146.21K,-1.03%,1320.5
8/12/2013,1313.50,1343.70,1313.50,141.63K,1.68%,1334.2
8/9/2013,1311.40,1316.50,1304.10,96.81K,0.18%,1312.2
8/8/2013,1285.90,1313.80,1282.00,147.83K,1.91%,1309.9
8/7/2013,1281.20,1289.00,1271.80,122.05K,0.22%,1285.3
8/6/2013,1303.30,1306.40,1278.10,145.49K,-1.53%,1282.5
8/5/2013,1312.20,1320.30,1296.70,97.86K,-0.62%,1302.4
8/2/2013,1307.70,1318.00,1282.40,194.68K,-0.05%,1310.5
8/1/2013,1323.40,1330.70,1306.60,157.37K,-0.14%,1311.2
7/31/2013,1326.40,1339.70,1305.30,218.79K,-0.89%,1313
7/30/2013,1328.20,1330.40,1317.00,126.11K,-0.27%,1324.8
7/29/2013,1333.60,1338.10,1322.60,134.36K,0.52%,1328.4
7/26/2013,1333.30,1340.50,1311.90,169.77K,-0.55%,1321.5
7/25/2013,1321.20,1337.50,1308.40,176.49K,0.70%,1328.8
7/24/2013,1347.50,1348.70,1312.70,182.16K,-1.14%,1319.5
7/23/2013,1334.30,1348.70,1325.60,159.44K,-0.10%,1334.7
7/22/2013,1296.20,1339.10,1295.40,191.74K,3.33%,1336
7/19/2013,1282.40,1297.10,1281.40,134.15K,0.68%,1292.9
7/18/2013,1274.40,1287.90,1273.30,123.91K,0.52%,1284.2
7/17/2013,1291.20,1299.70,1269.30,223.43K,-1.00%,1277.5
7/16/2013,1281.60,1294.70,1275.60,127.63K,0.54%,1290.4
7/15/2013,1283.90,1293.60,1272.50,116.68K,0.46%,1283.5
7/12/2013,1284.90,1287.40,1266.40,136.40K,-0.18%,1277.6
7/11/2013,1265.70,1297.20,1262.10,207.15K,2.61%,1279.9
7/10/2013,1249.10,1265.60,1242.20,190.15K,0.12%,1247.4
7/9/2013,1235.20,1258.70,1232.00,166.68K,0.89%,1245.9
7/8/2013,1221.10,1237.40,1214.40,140.57K,1.78%,1234.9
7/5/2013,1255.00,1255.00,1208.70,0.32K,0.05%,1213.3
7/4/2013,1252.70,1257.10,1206.90,227.04K,-3.13%,1212.7
7/3/2013,1241.90,1259.30,1236.00,152.85K,0.68%,1251.9
7/2/2013,1252.70,1267.00,1238.80,169.74K,-0.98%,1243.4
7/1/2013,1232.90,1261.70,1224.10,204.05K,2.62%,1255.7
6/28/2013,1199.50,1234.80,1179.40,309.35K,1.00%,1223.7
6/27/2013,1225.50,1244.20,1196.10,261.39K,-1.48%,1211.6
6/26/2013,1277.00,1277.50,1221.00,318.40K,-3.55%,1229.8
6/25/2013,1281.70,1289.00,1270.70,161.80K,-0.16%,1275.1
6/24/2013,1296.30,1300.70,1275.10,160.33K,-1.15%,1277.1
6/21/2013,1277.60,1301.70,1268.70,190.15K,0.45%,1292
6/20/2013,1351.20,1351.20,1275.40,368.87K,-6.39%,1286.2
6/19/2013,1367.30,1376.00,1348.30,136.47K,0.52%,1374
6/18/2013,1384.30,1385.40,1360.20,128.78K,-1.17%,1366.9
6/17/2013,1390.10,1391.40,1379.80,78.35K,-0.32%,1383.1
6/14/2013,1384.80,1391.80,1377.80,100.91K,0.71%,1387.6
6/13/2013,1387.40,1394.40,1373.00,127.78K,-1.02%,1377.8
6/12/2013,1377.70,1394.00,1372.20,112.20K,1.09%,1392
6/11/2013,1385.90,1387.20,1364.50,146.06K,-0.65%,1377
6/10/2013,1383.00,1388.50,1375.10,109.06K,0.22%,1386
6/7/2013,1412.70,1417.70,1377.10,199.05K,-2.32%,1383
6/6/2013,1401.80,1423.30,1391.20,177.14K,1.24%,1415.8
6/5/2013,1398.80,1410.30,1395.10,139.66K,0.09%,1398.5
6/4/2013,1411.20,1414.80,1388.10,117.53K,-1.04%,1397.2
6/3/2013,1388.80,1416.50,1388.30,141.77K,1.36%,1411.9
5/31/2013,1412.90,1421.60,1384.20,167.85K,-1.35%,1393
5/30/2013,1392.90,1417.70,1388.40,202.83K,1.49%,1412
5/29/2013,1379.90,1394.90,1379.10,168.67K,0.87%,1391.3
5/28/2013,1386.50,1401.40,1373.10,1.85K,0.03%,1379.3
5/27/2013,1386.30,1401.00,1372.10,295.01K,-0.56%,1378.9
5/24/2013,1389.90,1397.10,1381.10,136.51K,-0.37%,1386.6
5/23/2013,1367.90,1397.10,1355.00,220.70K,1.78%,1391.8
5/22/2013,1374.50,1413.30,1353.10,328.64K,-0.74%,1367.4
5/21/2013,1392.40,1399.90,1358.00,225.02K,-0.47%,1377.6
5/20/2013,1361.30,1397.90,1336.30,258.37K,1.42%,1384.1
5/17/2013,1385.20,1391.30,1353.60,229.04K,-1.60%,1364.7
5/16/2013,1392.50,1397.00,1368.00,222.53K,-0.67%,1386.9
5/15/2013,1424.50,1429.40,1386.40,229.80K,-1.99%,1396.2
5/14/2013,1429.50,1444.90,1419.70,173.07K,-0.68%,1424.5
5/13/2013,1447.70,1448.30,1424.70,151.01K,-0.16%,1434.3
5/10/2013,1457.50,1461.20,1418.50,231.40K,-2.18%,1436.6
5/9/2013,1473.00,1476.00,1452.10,162.47K,-0.35%,1468.6
5/8/2013,1451.60,1475.80,1446.70,158.96K,1.72%,1473.7
5/7/2013,1469.10,1470.00,1440.40,192.50K,-1.31%,1448.8
5/6/2013,1470.00,1478.40,1463.80,80.80K,0.26%,1468
5/3/2013,1466.20,1487.20,1455.40,175.03K,-0.23%,1464.2
5/2/2013,1457.00,1473.30,1448.10,152.83K,1.48%,1467.6
5/1/2013,1475.60,1477.40,1439.70,170.19K,-1.76%,1446.2
4/30/2013,1476.60,1479.50,1460.50,154.10K,0.32%,1472.1
4/29/2013,1466.20,1478.30,1461.60,122.51K,0.95%,1467.4
4/26/2013,1467.30,1484.80,1447.30,239.66K,-0.57%,1453.6
4/25/2013,1430.30,1468.60,1426.30,197.32K,2.69%,1462
4/24/2013,1412.50,1433.60,1411.50,142.30K,1.06%,1423.7
4/23/2013,1425.40,1432.80,1404.00,215.91K,-0.87%,1408.8
4/22/2013,1408.30,1438.80,1403.50,186.68K,1.83%,1421.2
4/19/2013,1393.00,1424.70,1385.40,199.70K,0.22%,1395.6
4/18/2013,1376.10,1402.00,1335.60,246.91K,0.71%,1392.5
4/17/2013,1371.40,1395.20,1365.00,255.30K,-0.34%,1382.7
4/16/2013,1355.00,1404.20,1321.50,424.78K,1.93%,1387.4
4/15/2013,1481.00,1495.00,1335.10,700.34K,-9.34%,1361.1
4/12/2013,1560.30,1564.20,1476.00,374.34K,-4.06%,1501.4
4/11/2013,1559.00,1568.10,1553.00,137.76K,0.39%,1564.9
4/10/2013,1585.00,1588.50,1555.30,176.37K,-1.76%,1558.8
4/9/2013,1572.40,1590.10,1570.00,126.55K,0.90%,1586.7
4/8/2013,1580.80,1582.90,1566.60,111.70K,-0.22%,1572.5
4/5/2013,1554.00,1581.80,1549.00,190.80K,1.51%,1575.9
4/4/2013,1557.70,1559.30,1539.40,188.53K,-0.07%,1552.4
4/3/2013,1576.40,1577.30,1549.70,209.51K,-1.42%,1553.5
4/2/2013,1600.10,1604.30,1574.00,165.69K,-1.56%,1575.9
4/1/2013,1598.10,1601.60,1595.20,62.18K,0.33%,1600.9
3/28/2013,1605.60,1608.30,1594.30,123.53K,-0.65%,1595.7
3/27/2013,1598.50,1608.10,1590.30,50.45K,0.66%,1606.2
3/26/2013,1604.50,1605.00,1593.40,165.48K,-0.55%,1595.7
3/25/2013,1608.80,1612.80,1588.40,234.09K,-0.10%,1604.5
3/22/2013,1614.00,1615.30,1602.60,138.73K,-0.48%,1606.1
3/21/2013,1605.70,1616.50,1603.60,130.59K,0.39%,1613.8
3/20/2013,1611.90,1613.90,1599.60,127.57K,-0.24%,1607.5
3/19/2013,1603.70,1615.00,1599.00,165.89K,0.42%,1611.3
3/18/2013,1597.00,1610.40,1589.60,176.07K,0.75%,1604.6
3/15/2013,1589.40,1597.90,1587.30,98.99K,0.12%,1592.6
3/14/2013,1586.70,1592.20,1575.20,144.16K,0.14%,1590.7
3/13/2013,1592.00,1598.80,1584.40,141.80K,-0.21%,1588.4
3/12/2013,1580.40,1597.60,1578.80,150.41K,0.87%,1591.7
3/11/2013,1578.30,1582.50,1574.50,101.21K,0.07%,1578
3/8/2013,1577.40,1583.10,1560.40,213.96K,0.11%,1576.9
3/7/2013,1583.80,1584.90,1574.00,141.57K,0.01%,1575.1
3/6/2013,1574.90,1584.30,1566.40,169.87K,0.00%,1574.9
3/5/2013,1574.20,1585.80,1571.10,146.72K,0.16%,1574.9
3/4/2013,1578.00,1584.30,1568.70,122.91K,0.01%,1572.4
3/1/2013,1578.50,1586.90,1564.00,193.69K,-0.37%,1572.3
2/28/2013,1596.30,1602.50,1574.30,190.16K,-1.10%,1578.1
2/27/2013,1613.60,1614.40,1591.40,172.16K,-1.23%,1595.7
2/26/2013,1592.70,1619.70,1583.70,254.86K,1.82%,1615.5
2/25/2013,1579.70,1596.50,1574.70,164.11K,0.88%,1586.6
2/22/2013,1577.00,1587.00,1569.30,142.21K,-0.37%,1572.8
2/21/2013,1564.80,1584.40,1554.30,223.53K,0.04%,1578.6
2/20/2013,1604.20,1609.20,1558.10,260.41K,-1.63%,1578
2/19/2013,1610.00,1618.80,1600.20,220.23K,0.00%,1604.2
2/18/2013,1610.00,1618.80,1600.20,220.23K,-0.33%,1604.2
2/15/2013,1634.20,1636.00,1596.70,258.38K,-1.59%,1609.5
2/14/2013,1642.50,1650.00,1632.80,174.43K,-0.58%,1635.5
2/13/2013,1652.50,1655.00,1640.50,130.85K,-0.27%,1645.1
2/12/2013,1648.60,1653.80,1639.50,137.08K,0.03%,1649.6
2/11/2013,1667.90,1670.30,1644.10,161.67K,-1.07%,1649.1
2/8/2013,1671.80,1674.30,1665.80,94.74K,-0.26%,1666.9
2/7/2013,1678.00,1683.90,1663.40,183.51K,-0.45%,1671.3
2/6/2013,1673.40,1680.50,1668.80,97.16K,0.32%,1678.8
2/5/2013,1675.50,1687.00,1667.20,154.15K,-0.17%,1673.5
2/4/2013,1669.10,1678.60,1661.80,112.53K,0.35%,1676.4
2/1/2013,1665.20,1683.00,1660.60,177.05K,0.52%,1670.6
1/31/2013,1677.00,1681.70,1658.40,159.62K,-1.17%,1662
1/30/2013,1664.10,1685.00,1663.50,183.22K,1.25%,1681.6
1/29/2013,1653.90,1665.00,1653.50,145.86K,0.48%,1660.8
1/28/2013,1657.90,1661.60,1651.00,184.38K,-0.22%,1652.9
1/25/2013,1667.00,1671.60,1655.00,162.11K,-0.80%,1656.6
1/24/2013,1683.80,1685.80,1664.20,179.96K,-1.00%,1669.9
1/23/2013,1691.70,1694.80,1683.10,141.43K,-0.44%,1686.7
1/22/2013,1688.50,1696.00,1688.00,0.61K,0.06%,1694.2
1/21/2013,1686.50,1695.90,1684.80,165.13K,0.37%,1693.2
1/18/2013,1687.40,1695.10,1683.30,115.54K,-0.22%,1687
1/17/2013,1680.50,1697.80,1666.40,202.94K,0.45%,1690.8
1/16/2013,1679.70,1684.70,1673.00,137.53K,-0.04%,1683.2
1/15/2013,1667.80,1684.90,1666.20,149.77K,0.87%,1683.9
1/14/2013,1659.50,1674.80,1659.50,126.86K,0.53%,1669.4
1/11/2013,1674.10,1676.90,1653.10,176.08K,-1.04%,1660.6
1/10/2013,1658.00,1678.80,1653.80,159.32K,1.36%,1678
1/9/2013,1659.90,1666.00,1651.30,131.71K,-0.40%,1655.5
1/8/2013,1647.60,1662.70,1646.80,146.84K,0.97%,1662.2
1/7/2013,1656.30,1663.00,1642.60,140.82K,-0.16%,1646.3
1/4/2013,1663.80,1664.50,1626.00,252.73K,-1.53%,1648.9
1/3/2013,1686.20,1690.50,1661.20,143.79K,-0.84%,1674.6
1/2/2013,1676.40,1695.40,1670.90,132.83K,0.78%,1688.8
12/31/2012,1655.90,1681.00,1655.90,85.22K,1.20%,1675.8
12/28/2012,1664.00,1667.00,1654.10,75.14K,-0.47%,1655.9
12/27/2012,1659.80,1666.10,1653.10,95.88K,0.18%,1663.7
12/26/2012,1657.40,1668.70,1650.60,52.72K,0.07%,1660.7
12/24/2012,1658.00,1666.50,1652.70,44.01K,-0.04%,1659.5
12/21/2012,1648.50,1660.50,1636.30,136.09K,0.86%,1660.1
12/20/2012,1667.90,1672.80,1636.00,189.98K,-1.31%,1645.9
12/19/2012,1671.70,1677.80,1664.20,157.44K,-0.18%,1667.7
12/18/2012,1699.10,1704.40,1662.00,180.40K,-1.62%,1670.7
12/17/2012,1698.40,1701.00,1687.50,93.93K,0.07%,1698.2
12/14/2012,1699.60,1701.90,1694.00,85.24K,0.01%,1697
12/13/2012,1712.80,1712.80,1690.70,171.36K,-1.23%,1696.8
12/12/2012,1712.00,1725.00,1708.50,167.09K,0.49%,1717.9
12/11/2012,1713.90,1715.80,1706.00,81.04K,-0.28%,1709.6
12/10/2012,1705.40,1718.80,1703.30,84.33K,0.52%,1714.4
