Date,Open,High,Low,Vol.,Change %,Price
8/3/2022,1777.30,1789.40,1770.00,151.73K,-0.74%,1776.4
8/2/2022,1789.20,1805.00,1776.00,174.17K,0.11%,1789.7
8/1/2022,1782.50,1792.50,1774.30,133.74K,0.33%,1787.7
7/29/2022,1773.10,1784.60,1768.40,136.89K,0.71%,1781.8
7/28/2022,1751.40,1774.40,1750.40,192.86K,2.91%,1769.2
7/27/2022,1715.20,1739.60,1709.10,144.87K,0.08%,1719.1
7/26/2022,1717.90,1726.40,1711.50,147.37K,-0.08%,1717.7
7/25/2022,1726.30,1734.60,1712.90,160.72K,-0.48%,1719.1
7/22/2022,1717.20,1738.30,1711.70,200.62K,0.82%,1727.4
7/21/2022,1693.70,1719.50,1678.40,248.88K,0.78%,1713.4
7/20/2022,1709.50,1712.70,1690.10,174.47K,-0.61%,1700.2
7/19/2022,1707.20,1716.50,1702.60,131.77K,0.03%,1710.7
7/18/2022,1706.40,1722.00,1704.40,157.54K,0.39%,1710.2
7/15/2022,1708.20,1714.20,1696.60,176.80K,-0.13%,1703.6
7/14/2022,1733.60,1734.80,1695.00,266.35K,-1.71%,1705.8
7/13/2022,1723.60,1744.30,1704.50,300.55K,0.62%,1735.5
7/12/2022,1731.30,1742.20,1721.60,255.17K,-0.40%,1724.8
7/11/2022,1741.50,1743.00,1729.00,171.90K,-0.61%,1731.7
7/8/2022,1738.70,1751.70,1726.00,189.18K,0.15%,1742.3
7/7/2022,1737.20,1748.20,1734.70,151.26K,0.18%,1739.7
7/6/2022,1764.20,1771.50,1730.70,258.82K,-1.83%,1736.5
7/5/2022,1817.00,1817.00,1768.90,1.33K,0.28%,1768.9
7/4/2022,1814.40,1815.20,1763.00,310.37K,-2.09%,1763.9
7/1/2022,1808.10,1813.60,1783.40,249.49K,-0.32%,1801.5
6/30/2022,1819.20,1826.80,1802.50,208.90K,-0.56%,1807.3
6/29/2022,1821.40,1834.90,1810.70,155.54K,-0.20%,1817.5
6/28/2022,1823.60,1830.90,1819.10,111.40K,-0.20%,1821.2
6/27/2022,1839.60,1842.80,1821.80,143.82K,-0.30%,1824.8
6/24/2022,1824.20,1833.70,1817.70,139.72K,0.03%,1830.3
6/23/2022,1839.70,1848.90,1823.50,167.07K,-0.47%,1829.8
6/22/2022,1834.90,1850.30,1824.50,149.55K,-0.02%,1838.4
6/21/2022,1840.60,1848.40,1830.70,176.30K,0.00%,1838.8
6/20/2022,1840.60,1848.40,1830.70,176.30K,-0.10%,1838.8
6/17/2022,1859.30,1861.50,1836.10,141.72K,-0.50%,1840.6
6/16/2022,1835.80,1860.20,1816.30,180.89K,1.67%,1849.9
6/15/2022,1809.70,1845.40,1808.40,203.42K,0.34%,1819.6
6/14/2022,1820.90,1833.30,1806.10,165.15K,-1.00%,1813.5
6/13/2022,1879.00,1882.50,1819.00,252.54K,-2.33%,1831.8
6/10/2022,1850.40,1879.60,1826.50,267.20K,1.23%,1875.5
6/9/2022,1855.10,1857.80,1841.90,131.29K,-0.20%,1852.8
6/8/2022,1855.00,1862.40,1846.60,114.14K,0.24%,1856.5
6/7/2022,1843.50,1858.20,1838.50,119.21K,0.46%,1852.1
6/6/2022,1853.70,1861.20,1843.00,103.18K,-0.35%,1843.7
6/3/2022,1872.60,1878.60,1849.70,115.34K,-1.13%,1850.2
6/2/2022,1849.90,1874.40,1846.50,127.47K,1.23%,1871.4
6/1/2022,1840.00,1853.00,1830.20,158.04K,0.02%,1848.7
5/31/2022,1856.50,1867.90,1837.60,201.80K,0.00%,1848.4
5/30/2022,1856.50,1867.90,1837.60,201.80K,-0.48%,1848.4
5/27/2022,1855.10,1866.90,1851.90,123.76K,0.53%,1857.3
5/26/2022,1851.80,1852.80,1836.30,123.36K,0.07%,1847.6
5/25/2022,1865.40,1866.70,1838.70,182.82K,-1.02%,1846.3
5/24/2022,1852.30,1869.10,1847.60,174.76K,0.95%,1865.4
5/23/2022,1844.40,1864.30,1843.30,163.27K,0.31%,1847.8
5/20/2022,1839.60,1847.80,1830.60,143.05K,0.05%,1842.1
5/19/2022,1815.10,1848.20,1808.40,175.24K,1.39%,1841.2
5/18/2022,1813.20,1822.90,1805.00,150.35K,-0.16%,1815.9
5/17/2022,1823.90,1834.80,1811.00,137.29K,0.27%,1818.9
5/16/2022,1809.40,1826.00,1785.00,159.49K,0.32%,1814
5/13/2022,1821.40,1827.60,1797.20,179.48K,-0.90%,1808.2
5/12/2022,1852.30,1858.80,1820.10,255.61K,-1.57%,1824.6
5/11/2022,1836.60,1857.80,1830.60,243.56K,0.69%,1853.7
5/10/2022,1853.90,1864.70,1834.50,260.81K,-0.95%,1841
5/9/2022,1883.70,1885.60,1851.00,218.82K,-1.29%,1858.6
5/6/2022,1877.50,1894.00,1865.00,194.28K,0.38%,1882.8
5/5/2022,1884.10,1910.70,1872.30,218.39K,0.37%,1875.7
5/4/2022,1868.30,1892.00,1861.10,161.48K,-0.10%,1868.8
5/3/2022,1863.60,1878.40,1849.70,167.43K,0.38%,1870.6
5/2/2022,1896.20,1900.40,1853.40,193.83K,-2.52%,1863.6
4/29/2022,1895.80,1921.30,1893.50,177.14K,1.08%,1911.7
4/28/2022,1886.80,1897.80,1870.90,170.91K,0.14%,1891.3
4/27/2022,1907.40,1908.10,1881.60,178.20K,-0.81%,1888.7
4/26/2022,1899.80,1912.20,1896.30,166.20K,0.43%,1904.1
4/25/2022,1931.90,1935.50,1891.80,231.49K,-1.98%,1896
4/22/2022,1953.10,1957.80,1928.00,176.68K,-0.71%,1934.3
4/21/2022,1960.00,1960.10,1938.00,154.92K,-0.38%,1948.2
4/20/2022,1952.70,1960.90,1941.00,139.51K,-0.17%,1955.6
4/19/2022,1981.20,1985.10,1945.50,181.44K,-1.38%,1959
4/18/2022,1978.50,2003.00,1974.40,138.13K,0.58%,1986.4
4/14/2022,1981.60,1984.00,1962.70,139.42K,-0.49%,1974.9
4/13/2022,1970.50,1985.80,1966.30,132.03K,0.44%,1984.7
4/12/2022,1957.40,1982.70,1953.00,172.39K,1.43%,1976.1
4/11/2022,1949.60,1974.60,1942.90,184.39K,0.13%,1948.2
4/8/2022,1934.30,1952.20,1930.40,142.50K,0.40%,1945.6
4/7/2022,1928.10,1941.70,1923.30,122.81K,0.76%,1937.8
4/6/2022,1927.60,1937.60,1916.20,153.97K,-0.23%,1923.1
4/5/2022,1937.30,1948.90,1920.90,147.26K,-0.34%,1927.5
4/4/2022,1927.10,1941.60,1918.20,108.44K,0.54%,1934
4/1/2022,1942.40,1944.50,1921.40,135.15K,-1.55%,1923.7
3/31/2022,1937.30,1955.00,1923.00,155.30K,0.77%,1954
3/30/2022,1924.00,1943.40,1920.10,136.04K,1.40%,1939
3/29/2022,1922.40,1929.40,1888.30,128.05K,-1.42%,1912.2
3/28/2022,1958.70,1959.80,1915.70,181.37K,-0.74%,1939.8
3/25/2022,1957.80,1965.10,1942.60,147.90K,-0.41%,1954.2
3/24/2022,1944.10,1967.20,1937.40,181.20K,1.29%,1962.2
3/23/2022,1920.90,1948.80,1915.60,153.31K,0.82%,1937.3
3/22/2022,1936.10,1939.50,1909.80,153.28K,-0.41%,1921.5
3/21/2022,1922.40,1941.80,1917.20,146.41K,0.01%,1929.5
3/18/2022,1943.90,1946.20,1918.00,150.88K,-0.72%,1929.3
3/17/2022,1928.40,1951.00,1924.00,149.83K,1.78%,1943.2
3/16/2022,1920.10,1930.10,1895.20,195.46K,-1.06%,1909.2
3/15/2022,1953.70,1956.90,1908.10,220.37K,-1.59%,1929.7
3/14/2022,1988.70,1994.80,1952.00,162.20K,-1.22%,1960.8
3/11/2022,2000.30,2004.00,1960.60,262.09K,-0.77%,1985
3/10/2022,1992.80,2015.10,1975.00,303.27K,0.61%,2000.4
3/9/2022,2060.20,2068.50,1981.00,360.35K,-2.70%,1988.2
3/8/2022,2001.00,2078.80,1985.80,447.65K,2.37%,2043.3
3/7/2022,1978.50,2007.50,1964.20,372.19K,1.49%,1995.9
3/4/2022,1938.50,1974.90,1931.50,241.53K,1.59%,1966.6
3/3/2022,1931.70,1944.60,1923.10,180.21K,0.71%,1935.9
3/2/2022,1945.30,1951.40,1916.00,227.98K,-1.11%,1922.3
3/1/2022,1908.40,1952.60,1903.00,224.00K,2.27%,1943.8
2/28/2022,1921.00,1935.20,1892.20,249.27K,0.69%,1900.7
2/25/2022,1906.50,1925.00,1884.40,229.78K,-2.01%,1887.6
2/24/2022,1911.90,1976.50,1878.60,423.05K,0.83%,1926.3
2/23/2022,1901.20,1912.90,1891.10,154.84K,0.16%,1910.4
2/22/2022,1903.50,1918.30,1889.70,334.59K,0.00%,1907.4
2/21/2022,1903.50,1918.30,1889.70,334.59K,0.40%,1907.4
2/18/2022,1901.40,1905.00,1888.00,161.75K,-0.12%,1899.8
2/17/2022,1872.00,1904.00,1869.70,268.55K,1.63%,1902
2/16/2022,1855.50,1874.60,1851.80,141.49K,0.82%,1871.5
2/15/2022,1873.80,1881.60,1845.40,214.88K,-0.71%,1856.2
2/14/2022,1862.20,1876.50,1851.90,231.02K,1.48%,1869.4
2/11/2022,1827.00,1867.40,1821.10,239.09K,0.26%,1842.1
2/10/2022,1834.00,1843.30,1821.80,227.46K,0.04%,1837.4
2/9/2022,1827.00,1837.10,1825.50,136.72K,0.48%,1836.6
2/8/2022,1821.50,1829.90,1816.00,142.41K,0.33%,1827.9
2/7/2022,1808.00,1824.60,1807.50,139.81K,0.77%,1821.8
2/4/2022,1805.40,1815.80,1792.10,177.71K,0.21%,1807.8
2/3/2022,1807.40,1809.50,1788.50,173.72K,-0.34%,1804.1
2/2/2022,1800.80,1812.00,1794.60,123.02K,0.49%,1810.3
2/1/2022,1798.90,1809.70,1796.20,128.88K,0.28%,1801.5
1/31/2022,1792.80,1800.90,1785.80,139.42K,0.55%,1796.4
1/28/2022,1799.60,1800.30,1780.60,217.15K,-0.36%,1786.6
1/27/2022,1819.00,1821.40,1790.60,196.04K,-2.00%,1793.1
1/26/2022,1848.00,1850.20,1814.10,270.03K,-1.23%,1829.7
1/25/2022,1843.60,1854.20,1834.40,197.80K,0.59%,1852.5
1/24/2022,1835.20,1844.90,1829.30,244.33K,0.54%,1841.7
1/21/2022,1840.60,1843.70,1828.40,225.25K,-0.59%,1831.8
1/20/2022,1840.10,1848.50,1836.20,233.86K,-0.03%,1842.6
1/19/2022,1812.90,1843.90,1809.00,318.49K,1.60%,1843.2
1/18/2022,1818.70,1824.20,1806.90,0.34K,0.09%,1814.1
1/17/2022,1818.70,1822.90,1804.70,362.94K,-0.23%,1812.4
1/14/2022,1822.10,1829.30,1814.20,174.94K,-0.27%,1816.5
1/13/2022,1825.70,1828.30,1811.80,215.52K,-0.32%,1821.4
1/12/2022,1821.30,1828.20,1814.40,192.98K,0.48%,1827.3
1/11/2022,1801.30,1823.10,1799.70,184.15K,1.10%,1818.5
1/10/2022,1796.40,1802.00,1789.30,173.04K,0.08%,1798.8
1/7/2022,1791.00,1798.40,1781.30,238.93K,0.46%,1797.4
1/6/2022,1810.60,1811.60,1785.40,238.64K,-1.97%,1789.2
1/5/2022,1815.20,1830.70,1808.20,173.34K,0.58%,1825.1
1/4/2022,1801.10,1817.20,1798.10,167.71K,0.81%,1814.6
1/3/2022,1830.10,1833.00,1798.20,168.31K,-1.56%,1800.1
12/31/2021,1817.00,1831.40,1815.40,106.60K,0.80%,1828.6
12/30/2021,1805.60,1818.10,1796.20,113.43K,0.46%,1814.1
12/29/2021,1806.60,1808.00,1789.10,138.69K,-0.28%,1805.8
12/28/2021,1812.10,1821.60,1805.50,100.54K,0.12%,1810.9
12/27/2021,1810.20,1814.60,1803.60,84.23K,-0.16%,1808.8
12/23/2021,1805.60,1812.00,1799.00,104.84K,0.53%,1811.7
12/22/2021,1789.40,1806.30,1785.80,110.41K,0.75%,1802.2
12/21/2021,1791.40,1801.70,1785.00,134.15K,-0.33%,1788.7
12/20/2021,1800.20,1804.60,1789.00,105.39K,-0.57%,1794.6
12/17/2021,1801.50,1815.70,1796.50,156.61K,0.37%,1804.9
12/16/2021,1777.90,1800.70,1775.70,167.78K,1.91%,1798.2
12/15/2021,1771.90,1781.30,1753.00,161.10K,-0.44%,1764.5
12/14/2021,1787.60,1789.80,1766.10,153.25K,-0.89%,1772.3
12/13/2021,1784.20,1792.80,1782.20,106.06K,0.20%,1788.3
12/10/2021,1776.30,1791.00,1770.40,142.00K,0.46%,1784.8
12/9/2021,1784.30,1788.40,1773.30,123.97K,-0.49%,1776.7
12/8/2021,1785.10,1794.30,1780.10,109.69K,0.04%,1785.5
12/7/2021,1779.50,1789.30,1772.40,129.89K,0.29%,1784.7
12/6/2021,1787.70,1789.00,1776.40,104.48K,-0.25%,1779.5
12/3/2021,1769.40,1788.00,1766.00,175.18K,1.20%,1783.9
12/2/2021,1783.80,1785.20,1762.20,172.72K,-1.21%,1762.7
12/1/2021,1777.40,1795.70,1773.70,180.34K,0.44%,1784.3
11/30/2021,1786.90,1811.40,1771.20,242.86K,-0.49%,1776.5
11/29/2021,1795.20,1801.50,1782.00,151.37K,-0.10%,1785.2
11/26/2021,1788.40,1817.70,1780.50,2.97K,-0.07%,1786.9
11/25/2021,1792.30,1819.30,1781.60,180.64K,0.21%,1788.1
11/24/2021,1789.80,1796.20,1777.40,203.24K,0.03%,1784.3
11/23/2021,1807.10,1812.50,1781.70,311.35K,-1.25%,1783.8
11/22/2021,1848.30,1850.40,1802.40,352.86K,-2.45%,1806.3
11/19/2021,1860.80,1868.10,1844.20,234.08K,-0.53%,1851.6
11/18/2021,1869.50,1873.30,1856.60,186.06K,-0.47%,1861.4
11/17/2021,1851.60,1870.60,1851.10,172.42K,0.87%,1870.2
11/16/2021,1864.90,1879.50,1851.00,220.43K,-0.67%,1854.1
11/15/2021,1872.60,1873.00,1858.50,221.21K,-0.10%,1866.6
11/12/2021,1864.30,1871.40,1847.50,201.36K,0.25%,1868.5
11/11/2021,1851.50,1868.70,1845.10,205.31K,0.84%,1863.9
11/10/2021,1834.50,1870.60,1823.00,352.79K,0.96%,1848.3
11/9/2021,1826.90,1834.80,1821.00,224.41K,0.15%,1830.8
11/8/2021,1820.60,1828.30,1813.80,200.41K,0.62%,1828
11/5/2021,1792.60,1820.10,1785.30,299.62K,1.30%,1816.8
11/4/2021,1769.90,1800.30,1769.30,222.61K,1.68%,1793.5
11/3/2021,1789.20,1789.30,1758.50,257.43K,-1.43%,1763.9
11/2/2021,1794.80,1797.80,1787.40,145.79K,-0.36%,1789.4
11/1/2021,1785.30,1797.50,1780.20,143.33K,0.67%,1795.8
10/29/2021,1801.50,1802.90,1772.40,254.51K,-1.04%,1783.9
10/28/2021,1798.70,1812.70,1793.10,220.88K,0.21%,1802.6
10/27/2021,1795.00,1801.00,1784.30,182.80K,0.30%,1798.8
10/26/2021,1808.70,1809.80,1783.00,197.93K,-0.74%,1793.4
10/25/2021,1794.20,1811.50,1793.00,153.59K,0.58%,1806.8
10/22/2021,1783.70,1815.50,1783.40,312.81K,0.81%,1796.3
10/21/2021,1782.50,1790.30,1776.80,138.73K,-0.17%,1781.9
10/20/2021,1769.40,1789.60,1767.10,174.08K,0.81%,1784.9
10/19/2021,1764.80,1786.00,1763.40,166.97K,0.27%,1770.5
10/18/2021,1767.50,1772.50,1760.30,152.74K,-0.15%,1765.7
10/15/2021,1797.30,1797.70,1765.10,202.63K,-1.65%,1768.3
10/14/2021,1793.60,1801.90,1787.60,164.65K,0.18%,1797.9
10/13/2021,1760.40,1797.40,1757.90,299.04K,2.01%,1794.7
10/12/2021,1753.60,1770.00,1750.50,168.11K,0.21%,1759.3
10/11/2021,1757.40,1761.10,1749.90,114.77K,-0.10%,1755.7
10/8/2021,1757.00,1782.40,1753.60,240.37K,-0.10%,1757.4
10/7/2021,1763.80,1767.70,1752.00,146.41K,-0.15%,1759.2
10/6/2021,1760.50,1765.90,1745.40,159.22K,0.05%,1761.8
10/5/2021,1770.80,1771.10,1748.60,151.42K,-0.38%,1760.9
10/4/2021,1762.60,1771.50,1747.70,166.18K,0.52%,1767.6
10/1/2021,1757.20,1765.20,1749.90,151.20K,0.08%,1758.4
9/30/2021,1726.00,1765.00,1721.80,246.37K,1.98%,1757
9/29/2021,1734.00,1746.00,1721.10,177.39K,-0.84%,1722.9
9/28/2021,1750.00,1754.30,1727.80,215.84K,-0.83%,1737.5
9/27/2021,1751.80,1760.90,1744.70,137.57K,0.02%,1752
9/24/2021,1743.70,1758.00,1740.20,151.55K,0.11%,1751.7
9/23/2021,1769.20,1777.10,1737.50,225.46K,-1.63%,1749.8
9/22/2021,1775.00,1788.40,1764.60,172.35K,0.03%,1778.8
9/21/2021,1765.50,1782.80,1758.30,141.62K,0.82%,1778.2
9/20/2021,1754.20,1768.40,1742.30,152.45K,0.71%,1763.8
9/17/2021,1754.60,1767.80,1747.10,183.25K,-0.30%,1751.4
9/16/2021,1795.50,1797.30,1745.50,255.27K,-2.12%,1756.7
9/15/2021,1806.60,1808.50,1791.70,139.30K,-0.68%,1794.8
9/14/2021,1794.80,1810.60,1780.60,197.95K,0.71%,1807.1
9/13/2021,1789.80,1800.20,1784.40,114.31K,0.13%,1794.4
9/10/2021,1796.20,1806.00,1788.20,136.25K,-0.44%,1792.1
9/9/2021,1790.90,1803.40,1785.10,154.13K,0.36%,1800
9/8/2021,1796.10,1804.40,1783.10,161.26K,-0.22%,1793.5
9/7/2021,1824.00,1824.40,1792.80,0.02K,-0.06%,1797.4
9/6/2021,1833.50,1833.50,1793.70,252.48K,-1.92%,1798.5
9/3/2021,1811.50,1836.90,1810.90,184.98K,1.23%,1833.7
9/2/2021,1816.20,1819.60,1806.50,113.03K,-0.25%,1811.5
9/1/2021,1816.70,1822.70,1810.60,140.12K,-0.12%,1816
8/31/2021,1812.20,1821.90,1803.40,170.39K,0.33%,1818.1
8/30/2021,1821.60,1826.50,1810.00,104.88K,-0.40%,1812.2
8/27/2021,1795.20,1821.90,1785.20,203.64K,1.35%,1819.5
8/26/2021,1793.00,1800.40,1781.30,134.53K,0.23%,1795.2
8/25/2021,1805.10,1805.30,1784.00,163.46K,-0.97%,1791
8/24/2021,1807.60,1812.20,1802.60,114.79K,0.12%,1808.5
8/23/2021,1781.20,1809.10,1778.00,156.32K,1.25%,1806.3
8/20/2021,1782.80,1791.00,1780.00,107.97K,0.05%,1784
8/19/2021,1789.50,1795.00,1774.60,151.25K,-0.07%,1783.1
8/18/2021,1787.80,1795.70,1778.80,132.73K,-0.19%,1784.4
8/17/2021,1789.10,1797.60,1782.10,144.82K,-0.11%,1787.8
8/16/2021,1780.70,1791.30,1772.00,137.70K,0.65%,1789.8
8/13/2021,1754.40,1781.90,1753.00,144.81K,1.51%,1778.2
8/12/2021,1752.90,1759.60,1742.60,137.12K,-0.09%,1751.8
8/11/2021,1730.40,1756.70,1724.60,185.44K,1.25%,1753.3
8/10/2021,1732.00,1739.40,1718.50,182.56K,0.30%,1731.7
8/9/2021,1765.00,1765.70,1677.90,289.54K,-2.08%,1726.5
8/6/2021,1806.70,1807.00,1759.50,323.15K,-2.53%,1763.1
8/5/2021,1814.90,1817.90,1799.70,169.84K,-0.31%,1808.9
8/4/2021,1813.70,1835.90,1808.30,244.68K,0.02%,1814.5
8/3/2021,1816.80,1818.20,1809.50,103.45K,-0.44%,1814.1
8/2/2021,1817.00,1823.20,1808.20,159.76K,0.28%,1822.2
7/30/2021,1832.50,1835.50,1813.10,157.14K,-1.01%,1817.2
7/29/2021,1811.50,1837.50,1810.90,212.07K,2.01%,1835.8
7/28/2021,1798.60,1809.00,1790.70,209.78K,-0.01%,1799.7
7/27/2021,1797.10,1805.40,1792.80,177.04K,0.03%,1799.8
7/26/2021,1802.30,1812.00,1796.00,204.55K,-0.14%,1799.2
7/23/2021,1807.70,1810.70,1789.10,236.76K,-0.20%,1801.8
7/22/2021,1803.90,1808.40,1791.90,193.32K,0.11%,1805.4
7/21/2021,1810.60,1814.40,1794.30,218.64K,-0.44%,1803.4
7/20/2021,1813.50,1825.90,1805.20,221.14K,0.12%,1811.4
7/19/2021,1811.60,1818.00,1795.00,249.68K,-0.32%,1809.2
7/16/2021,1830.70,1832.70,1809.50,184.66K,-0.77%,1815
7/15/2021,1828.70,1835.00,1820.60,175.61K,0.22%,1829
7/14/2021,1808.30,1831.10,1804.90,229.88K,0.83%,1825
7/13/2021,1806.70,1818.00,1798.70,242.18K,0.22%,1809.9
7/12/2021,1808.50,1811.00,1791.00,201.42K,-0.26%,1805.9
7/9/2021,1803.20,1813.00,1796.60,185.58K,0.58%,1810.6
7/8/2021,1803.80,1819.50,1793.50,249.34K,-0.11%,1800.2
7/7/2021,1797.00,1810.20,1794.10,171.08K,0.40%,1802.1
7/6/2021,1790.70,1814.80,1790.10,0.26K,0.04%,1795
7/5/2021,1787.50,1815.70,1784.70,276.60K,0.61%,1794.2
7/2/2021,1777.50,1795.90,1774.40,205.86K,0.37%,1783.3
7/1/2021,1770.80,1783.40,1765.90,171.44K,0.29%,1776.8
6/30/2021,1761.90,1774.70,1753.20,177.89K,0.45%,1771.6
6/29/2021,1778.80,1779.20,1750.10,239.91K,-0.96%,1763.6
6/28/2021,1782.00,1786.10,1770.40,160.79K,0.16%,1780.7
6/25/2021,1775.70,1791.00,1773.60,161.20K,0.06%,1777.8
6/24/2021,1778.20,1788.60,1772.70,152.23K,-0.38%,1776.7
6/23/2021,1779.10,1795.60,1773.10,179.27K,0.34%,1783.4
6/22/2021,1783.20,1790.10,1771.20,172.75K,-0.31%,1777.4
6/21/2021,1764.30,1786.90,1764.10,195.52K,0.79%,1782.9
6/18/2021,1773.90,1797.90,1761.20,264.61K,-0.33%,1769
6/17/2021,1812.30,1826.40,1767.90,385.89K,-4.65%,1774.8
6/16/2021,1861.00,1866.00,1804.40,234.10K,0.27%,1861.4
6/15/2021,1867.80,1870.90,1853.00,155.34K,-0.51%,1856.4
6/14/2021,1879.60,1879.70,1845.70,242.30K,-0.73%,1865.9
6/11/2021,1901.90,1906.20,1876.10,220.46K,-0.89%,1879.6
6/10/2021,1891.40,1903.00,1871.80,250.55K,0.05%,1896.4
6/9/2021,1894.40,1901.70,1889.30,147.33K,0.06%,1895.5
6/8/2021,1901.60,1906.90,1885.70,173.60K,-0.23%,1894.4
6/7/2021,1894.30,1902.90,1883.70,146.02K,0.36%,1898.8
6/4/2021,1872.70,1899.00,1855.60,228.83K,1.00%,1892
6/3/2021,1910.50,1912.30,1866.70,278.58K,-1.92%,1873.3
6/2/2021,1903.00,1911.80,1896.40,166.04K,0.26%,1909.9
6/1/2021,1906.80,1919.20,1894.50,290.65K,0.00%,1905
5/31/2021,1906.80,1919.20,1894.50,290.65K,-0.02%,1905
5/28/2021,1899.80,1908.80,1884.30,198.14K,0.51%,1905.3
5/27/2021,1896.80,1903.90,1888.20,35.79K,-0.29%,1895.7
5/26/2021,1900.00,1913.30,1890.70,170.53K,0.17%,1901.2
5/25/2021,1881.20,1901.20,1873.20,316.67K,0.72%,1898
5/24/2021,1883.50,1887.90,1875.70,183.31K,0.42%,1884.5
5/21/2021,1878.10,1890.30,1870.30,234.29K,-0.28%,1876.7
5/20/2021,1869.90,1885.30,1864.20,223.57K,0.02%,1881.9
5/19/2021,1870.20,1891.30,1852.20,398.21K,0.72%,1881.5
5/18/2021,1867.30,1875.90,1863.50,229.02K,0.02%,1868
5/17/2021,1845.90,1869.30,1841.10,267.71K,1.60%,1867.6
5/14/2021,1826.40,1847.10,1819.00,224.38K,0.77%,1838.1
5/13/2021,1816.20,1829.10,1808.40,249.93K,0.07%,1824
5/12/2021,1838.20,1844.70,1813.00,339.21K,-0.72%,1822.8
5/11/2021,1836.20,1842.50,1817.80,311.10K,-0.08%,1836.1
5/10/2021,1835.40,1846.30,1830.50,269.71K,0.34%,1837.6
5/7/2021,1815.40,1844.60,1813.40,367.70K,0.86%,1831.3
5/6/2021,1787.00,1818.60,1781.80,287.63K,1.76%,1815.7
5/5/2021,1778.40,1788.10,1769.30,178.81K,0.47%,1784.3
5/4/2021,1793.20,1799.50,1769.20,246.59K,-0.88%,1776
5/3/2021,1768.10,1798.90,1765.60,204.54K,1.36%,1791.8
4/30/2021,1772.40,1773.30,1763.30,167.29K,-0.03%,1767.7
4/29/2021,1781.90,1789.90,1754.60,231.52K,-0.32%,1768.3
4/28/2021,1776.40,1782.70,1761.80,198.58K,-0.28%,1773.9
4/27/2021,1781.10,1785.90,1773.90,147.95K,-0.07%,1778.8
4/26/2021,1776.10,1783.10,1768.20,143.36K,0.13%,1780.1
4/23/2021,1784.00,1796.30,1769.50,175.85K,-0.24%,1777.8
4/22/2021,1794.50,1798.10,1777.10,163.75K,-0.62%,1782
4/21/2021,1779.10,1798.40,1776.60,173.97K,0.83%,1793.1
4/20/2021,1770.50,1780.80,1763.50,169.04K,0.44%,1778.4
4/19/2021,1778.80,1790.40,1766.60,180.73K,-0.54%,1770.6
4/16/2021,1764.80,1784.70,1760.30,173.50K,0.76%,1780.2
4/15/2021,1736.60,1770.60,1734.40,198.14K,1.76%,1766.8
4/14/2021,1746.40,1750.70,1732.30,145.26K,-0.65%,1736.3
4/13/2021,1732.20,1749.50,1723.20,175.59K,0.86%,1747.6
4/12/2021,1744.50,1746.20,1727.00,125.36K,-0.69%,1732.7
4/9/2021,1756.50,1758.20,1730.80,171.40K,-0.76%,1744.8
4/8/2021,1738.60,1759.40,1733.60,144.57K,0.95%,1758.2
4/7/2021,1744.40,1745.40,1731.20,122.80K,-0.08%,1741.6
4/6/2021,1729.20,1746.70,1728.20,152.60K,0.82%,1743
4/5/2021,1730.00,1734.40,1721.60,101.75K,0.02%,1728.8
4/1/2021,1709.00,1732.00,1706.40,170.43K,0.75%,1728.4
3/31/2021,1685.90,1716.30,1677.30,210.77K,1.76%,1715.6
3/30/2021,1713.00,1714.80,1678.30,225.87K,-1.53%,1686
3/29/2021,1731.50,1732.60,1703.30,135.46K,-1.16%,1712.2
3/26/2021,1725.50,1735.50,1718.80,172.94K,0.42%,1732.3
3/25/2021,1733.20,1744.80,1720.30,226.21K,-0.47%,1725.1
3/24/2021,1725.90,1737.70,1722.30,186.52K,0.47%,1733.2
3/23/2021,1738.50,1742.00,1722.70,226.20K,-0.75%,1725.1
3/22/2021,1745.60,1747.00,1726.40,196.31K,-0.21%,1738.1
3/19/2021,1733.70,1746.10,1727.10,213.28K,0.53%,1741.7
3/18/2021,1744.00,1754.20,1716.60,251.76K,0.31%,1732.5
3/17/2021,1730.00,1750.60,1722.00,220.55K,-0.22%,1727.1
3/16/2021,1730.70,1740.50,1724.40,173.89K,0.10%,1730.9
3/15/2021,1726.50,1733.20,1719.20,163.05K,0.55%,1729.2
3/12/2021,1720.50,1728.00,1696.60,232.21K,-0.16%,1719.8
3/11/2021,1725.00,1738.00,1716.80,215.34K,0.05%,1722.6
3/10/2021,1714.50,1725.30,1705.60,226.89K,0.29%,1721.8
3/9/2021,1679.30,1718.70,1676.70,248.95K,2.32%,1716.9
3/8/2021,1701.60,1712.00,1673.30,273.91K,-1.21%,1678
3/5/2021,1695.30,1705.70,1683.00,269.33K,-0.13%,1698.5
3/4/2021,1708.40,1721.60,1687.60,277.45K,-0.88%,1700.7
3/3/2021,1736.50,1739.10,1699.40,255.65K,-1.03%,1715.8
3/2/2021,1722.80,1737.80,1704.60,235.96K,0.62%,1733.6
3/1/2021,1732.80,1757.40,1717.20,241.92K,-0.34%,1723
2/26/2021,1770.90,1773.80,1714.90,362.55K,-2.62%,1728.8
2/25/2021,1804.90,1805.00,1763.90,316.25K,-1.25%,1775.4
2/24/2021,1805.00,1813.00,1782.20,224.06K,-0.44%,1797.9
2/23/2021,1809.30,1815.20,1794.50,191.15K,-0.14%,1805.9
